cust,ma_fem_dv,ages,zon_hlv
M030809402,여성,60대,Z10
M030815912,여성,40대,Z04
M030872242,남성,40대,Z13
M030879296,여성,30대,Z10
M030915178,여성,20대,Z10
M030918245,여성,60대,Z10
M030919358,여성,30대,Z17
M030959068,여성,60대,Z10
M030971111,여성,20대,Z07
M030996048,여성,30대,Z10
M031007506,여성,30대,Z15
M031044756,남성,50대,Z17
M031051255,남성,20대,Z03
M031064579,여성,40대,Z12
M031090387,여성,30대,Z17
M031092903,여성,40대,Z17
M031111212,여성,60대,Z11
M031123747,여성,60대,Z10
M031139531,여성,40대,Z10
M031140733,여성,50대,Z10
M031193983,여성,40대,Z08
M031310236,여성,50대,Z16
M031322959,남성,40대,Z17
M031435620,남성,70대,Z10
M031495462,남성,60대,Z05
M031564686,여성,70대,Z06
M031566764,남성,30대,Z10
M031568194,남성,30대,Z13
M031598024,여성,40대,Z10
M031604439,여성,40대,Z05
M031642329,남성,50대,Z10
M031662181,여성,30대,Z17
M031687336,여성,40대,Z11
M031700216,여성,40대,Z17
M031704059,여성,40대,Z17
M031722049,여성,50대,Z10
M031744079,남성,20대,Z17
M031871283,여성,30대,Z17
M031925364,여성,20대,Z16
M031983799,여성,20대,Z10
M032032611,여성,30대,Z17
M032065769,남성,40대,Z10
M032125275,여성,30대,Z05
M032127141,여성,30대,Z17
M032138531,여성,50대,Z17
M032178607,여성,50대,Z04
M032229908,여성,60대,Z04
M032253053,여성,40대,Z09
M032297192,남성,40대,Z17
M032346209,여성,50대,Z17
M032503405,여성,30대,Z09
M032533648,여성,30대,Z17
M032536059,여성,30대,Z10
M032575952,여성,30대,Z12
M032576038,남성,30대,Z04
M032586356,여성,30대,Z17
M032656591,여성,40대,Z10
M032680934,남성,20대,Z17
M032694772,여성,30대,Z17
M032724385,남성,50대,Z17
M032728003,여성,30대,Z10
M032778301,남성,30대,Z13
M032838649,여성,40대,Z11
M032895354,여성,30대,Z08
M032911167,여성,50대,Z10
M032951594,여성,50대,Z16
M032979283,남성,50대,Z02
M033099709,여성,30대,Z17
M033156370,여성,30대,Z12
M033212196,여성,20대,Z10
M033269717,남성,30대,Z10
M033295256,여성,40대,Z10
M033329896,여성,60대,Z06
M033359360,여성,50대,Z16
M033363000,여성,40대,Z10
M033447708,여성,40대,Z15
M033480950,여성,40대,Z10
M033482606,남성,30대,Z17
M033510547,여성,40대,Z10
M033586214,남성,20대,Z17
M033599811,여성,40대,Z13
M033634119,여성,30대,Z17
M033704434,여성,40대,Z17
M033741697,여성,20대,Z06
M033756635,남성,40대,Z10
M033790951,남성,30대,Z17
M033806884,여성,20대,Z17
M033818132,여성,20대,Z10
M033865209,여성,30대,Z16
M033889224,여성,40대,Z10
M033912628,여성,30대,Z17
M033924307,여성,50대,Z17
M033954349,여성,60대,Z01
M033975838,남성,30대,Z10
M033986118,남성,20대,Z11
M034007696,여성,30대,Z04
M034043697,여성,20대,Z14
M034054317,여성,30대,Z10
M034113210,여성,30대,Z17
M034122687,남성,50대,Z13
M034129292,여성,20대,Z10
M034172556,여성,50대,Z10
M034192667,남성,40대,Z04
M034193880,남성,40대,Z10
M034251158,남성,40대,Z17
M034266454,남성,40대,Z10
M034266932,여성,50대,Z10
M034298304,여성,40대,Z17
M034343473,여성,50대,Z09
M034346877,남성,30대,Z04
M034382564,여성,50대,Z10
M034403548,남성,40대,Z17
M034424610,여성,30대,Z09
M034436789,여성,30대,Z17
M034463211,여성,40대,Z10
M034466389,남성,40대,Z03
M034503770,여성,40대,Z10
M034534306,남성,40대,Z17
M034615007,여성,20대,Z11
M034690181,여성,30대,Z11
M034724083,남성,20대,Z10
M034775336,여성,20대,Z17
M034815737,여성,40대,Z10
M034857155,여성,50대,Z17
M034887889,남성,40대,Z08
M034888674,여성,40대,Z10
M034908290,여성,30대,Z16
M034936927,여성,60대,Z17
M034964840,여성,40대,Z16
M034998433,여성,40대,Z17
M035037103,남성,20대,Z04
M035087727,여성,50대,Z13
M035100917,여성,40대,Z13
M035144357,여성,20대,Z10
M035203114,여성,30대,Z17
M035253526,여성,40대,Z15
M035270893,여성,50대,Z17
M035371925,남성,40대,Z13
M035414576,남성,40대,Z12
M035450677,여성,40대,Z05
M035470647,남성,30대,Z16
M035484548,남성,60대,Z10
M035502859,여성,40대,Z16
M035547728,여성,40대,Z11
M035550313,여성,30대,Z03
M035551031,여성,40대,Z06
M035569171,남성,20대,Z17
M035569749,남성,40대,Z01
M035623555,여성,40대,Z10
M035624417,여성,30대,Z10
M035670981,남성,40대,Z14
M035733626,여성,50대,Z15
M035734589,여성,40대,Z10
M035747703,남성,40대,Z16
M035851956,여성,30대,Z17
M035857673,남성,30대,Z17
M035899958,여성,40대,Z17
M035901988,여성,50대,Z10
M035932685,여성,30대,Z17
M035934590,여성,60대,Z17
M035975411,여성,40대,Z17
M035979715,여성,40대,Z13
M036019761,여성,20대,Z06
M036028013,여성,30대,Z10
M036038358,여성,40대,Z17
M036047628,여성,40대,Z17
M036069351,여성,30대,Z15
M036071135,여성,40대,Z11
M036125568,여성,40대,Z10
M036161168,여성,20대,Z17
M036206413,남성,20대,Z07
M036218468,여성,50대,Z11
M036361504,여성,40대,Z10
M036380438,남성,30대,Z10
M036450833,여성,60대,Z04
M036526215,남성,30대,Z05
M036532454,여성,60대,Z09
M036537409,여성,20대,Z10
M036640100,여성,50대,Z10
M036665765,여성,20대,Z17
M036668648,여성,30대,Z10
M036670906,남성,40대,Z17
M036742669,여성,70대,Z04
M036746064,여성,50대,Z14
M036787846,여성,40대,Z17
M036817156,남성,40대,Z10
M036850842,남성,40대,Z11
M036853711,여성,40대,Z10
M036874001,여성,40대,Z17
M036895978,여성,30대,Z06
M036960692,여성,50대,Z09
M036973210,남성,50대,Z14
M037058203,여성,40대,Z10
M037061429,여성,30대,Z06
M037098558,여성,20대,Z06
M037101207,여성,50대,Z10
M037171700,여성,40대,Z10
M037198678,남성,50대,Z17
M037254908,남성,40대,Z17
M037376500,여성,40대,Z08
M037392688,남성,50대,Z17
M037404866,여성,30대,Z17
M037453165,여성,40대,Z08
M037461825,여성,50대,Z12
M037518286,여성,70대,Z09
M037532132,남성,30대,Z10
M037536150,여성,30대,Z17
M037548474,여성,40대,Z10
M037549585,여성,40대,Z10
M037632859,여성,30대,Z17
M037658062,여성,50대,Z12
M037663353,남성,30대,Z09
M037696259,여성,50대,Z17
M037702262,여성,50대,Z10
M037710479,여성,40대,Z16
M037774440,남성,50대,Z10
M037835065,여성,40대,Z10
M037896044,여성,40대,Z16
M037911118,여성,40대,Z05
M038018531,여성,40대,Z14
M038025013,여성,40대,Z17
M038060968,여성,20대,Z04
M038082268,여성,40대,Z10
M038137438,남성,40대,Z17
M038142587,여성,20대,Z10
M038184196,여성,40대,Z17
M038205099,남성,60대,Z08
M038211183,남성,30대,Z09
M038270435,여성,40대,Z10
M038285949,여성,60대,Z06
M038303829,여성,50대,Z13
M038315439,남성,60대,Z16
M038326204,여성,20대,Z17
M038336563,여성,30대,Z17
M038376200,남성,20대,Z10
M038385757,여성,30대,Z10
M038394637,여성,30대,Z11
M038440469,여성,30대,Z04
M038517117,여성,40대,Z11
M038550005,남성,40대,Z11
M038608044,남성,20대,Z15
M038617186,여성,50대,Z17
M038626350,남성,50대,Z10
M038657580,남성,40대,Z17
M038673212,여성,40대,Z10
M038685430,여성,50대,Z14
M038717640,여성,20대,Z17
M038749165,여성,40대,Z16
M038770936,남성,60대,Z16
M038801652,여성,40대,Z10
M038818247,여성,20대,Z10
M038900544,여성,60대,Z10
M038949795,남성,20대,Z17
M038955256,여성,70대,Z10
M038969076,남성,30대,Z14
M039032216,여성,30대,Z04
M039065702,남성,70대,Z10
M039097406,여성,50대,Z11
M039097739,여성,50대,Z17
M039143205,남성,30대,Z10
M039218857,여성,60대,Z17
M039231123,여성,50대,Z16
M039242841,남성,30대,Z15
M039296608,여성,60대,Z10
M039320884,여성,40대,Z06
M039336482,여성,30대,Z17
M039390128,여성,20대,Z16
M039451843,여성,50대,Z10
M039511153,여성,30대,Z06
M039542742,여성,40대,Z10
M039582618,여성,40대,Z10
M039590046,여성,40대,Z10
M039630277,여성,40대,Z15
M039656170,여성,30대,Z10
M039679170,남성,30대,Z10
M039693427,남성,30대,Z13
M039700018,여성,60대,Z17
M039765618,남성,40대,Z11
M039785719,여성,40대,Z10
M039838780,여성,60대,Z10
M039869218,여성,40대,Z11
M039885076,여성,40대,Z17
M039902806,여성,30대,Z17
M039964100,여성,40대,Z10
M039988273,남성,50대,Z03
M039989707,남성,30대,Z10
M040166065,남성,40대,Z10
M040355637,여성,30대,Z11
M040398827,남성,40대,Z10
M040435500,여성,20대,Z08
M040448106,여성,50대,Z17
M040503216,남성,50대,Z17
M040573933,여성,20대,Z16
M040580750,여성,50대,Z10
M040608978,남성,20대,Z04
M040650306,여성,40대,Z17
M040706769,남성,30대,Z03
M040722763,여성,40대,Z12
M040736595,여성,30대,Z17
M040739748,여성,50대,Z16
M040784463,여성,40대,Z17
M040835613,남성,50대,Z10
M040839977,여성,50대,Z10
M040864600,여성,30대,Z16
M040977916,여성,50대,Z17
M041003585,여성,30대,Z14
M041025546,여성,30대,Z10
M041029569,여성,40대,Z11
M041056315,남성,20대,Z16
M041087256,남성,40대,Z09
M041148617,여성,70대,Z17
M041279110,남성,30대,Z10
M041279403,여성,40대,Z04
M041303212,여성,40대,Z17
M041414798,여성,50대,Z10
M041418226,여성,50대,Z17
M041459654,남성,50대,Z01
M041488263,여성,50대,Z10
M041542868,여성,40대,Z11
M041547676,남성,60대,Z06
M041556152,남성,40대,Z17
M041610233,여성,60대,Z10
M041646889,여성,50대,Z17
M041671640,여성,60대,Z02
M041718011,여성,40대,Z14
M041756011,여성,50대,Z17
M041790319,여성,40대,Z03
M041891659,여성,30대,Z11
M041910644,여성,30대,Z10
M041916121,남성,20대,Z10
M041949467,남성,40대,Z05
M041954374,여성,30대,Z04
M041983263,여성,20대,Z17
M042081585,남성,30대,Z04
M042121134,여성,70대,Z17
M042133454,여성,40대,Z04
M042163216,남성,30대,Z16
M042212109,여성,40대,Z17
M042286505,여성,20대,Z17
M042287054,여성,30대,Z10
M042287457,남성,40대,Z17
M042307246,남성,40대,Z16
M042328599,여성,30대,Z07
M042338805,여성,40대,Z11
M042339319,여성,20대,Z10
M042346248,남성,50대,Z04
M042449483,남성,30대,Z07
M042454285,여성,50대,Z11
M042466129,여성,30대,Z06
M042486746,여성,20대,Z17
M042500644,여성,20대,Z06
M042503442,여성,30대,Z17
M042513371,여성,20대,Z17
M042564340,남성,40대,Z10
M042614283,여성,60대,Z04
M042631094,남성,50대,Z11
M042638395,여성,40대,Z10
M042667132,여성,50대,Z10
M042675840,남성,40대,Z06
M042677421,남성,50대,Z10
M042682279,남성,40대,Z05
M042731273,남성,40대,Z10
M042737324,여성,50대,Z17
M042745149,여성,30대,Z10
M042800296,여성,50대,Z17
M042832042,남성,30대,Z14
M042908859,남성,20대,Z17
M042916641,여성,30대,Z17
M043042418,남성,40대,Z17
M043049016,여성,40대,Z17
M043073198,남성,30대,Z17
M043104578,남성,60대,Z15
M043106740,여성,20대,Z12
M043178960,여성,30대,Z10
M043183175,여성,30대,Z10
M043192575,여성,70대,Z17
M043234752,여성,50대,Z10
M043242882,남성,50대,Z10
M043250216,남성,50대,Z17
M043298299,여성,40대,Z16
M043359884,여성,20대,Z10
M043459226,남성,40대,Z17
M043468507,여성,20대,Z08
M043493033,여성,30대,Z17
M043494808,여성,50대,Z17
M043536286,남성,30대,Z17
M043611542,여성,20대,Z17
M043626229,여성,20대,Z14
M043721895,남성,20대,Z17
M043729143,여성,50대,Z17
M043748210,여성,60대,Z17
M043767284,남성,30대,Z17
M043773338,남성,40대,Z10
M043793502,여성,40대,Z14
M043804006,남성,40대,Z09
M043819861,남성,40대,Z04
M043852162,남성,20대,Z06
M043873265,여성,40대,Z09
M043873800,남성,30대,Z17
M043948711,여성,50대,Z10
M044037923,여성,40대,Z17
M044135330,여성,50대,Z04
M044140320,여성,50대,Z09
M044172934,남성,20대,Z03
M044181355,여성,40대,Z04
M044182143,여성,50대,Z16
M044266966,남성,20대,Z06
M044288508,여성,30대,Z10
M044352089,여성,30대,Z16
M044376221,여성,40대,Z09
M044425533,남성,40대,Z17
M044547101,남성,30대,Z10
M044626650,여성,40대,Z06
M044722379,여성,60대,Z04
M044756724,남성,60대,Z10
M044772689,남성,20대,Z17
M044837439,남성,30대,Z17
M044854485,여성,30대,Z17
M044865210,남성,40대,Z01
M044885220,여성,30대,Z17
M044891394,여성,60대,Z10
M044901114,여성,30대,Z12
M044905436,여성,20대,Z04
M044948857,남성,60대,Z17
M044972327,여성,50대,Z10
M045055866,여성,40대,Z10
M045125256,남성,50대,Z16
M045210756,남성,40대,Z10
M045220507,남성,70대,Z17
M045317761,여성,40대,Z17
M045367365,남성,30대,Z01
M045416783,남성,30대,Z14
M045454135,여성,40대,Z10
M045454139,여성,60대,Z06
M045488618,여성,40대,Z10
M045518990,여성,40대,Z10
M045521521,여성,50대,Z17
M045522081,남성,30대,Z17
M045574611,여성,40대,Z13
M045671043,남성,50대,Z10
M045672107,여성,30대,Z05
M045677356,여성,20대,Z04
M045719290,여성,50대,Z06
M045767804,여성,40대,Z17
M045797634,여성,40대,Z10
M045817767,남성,20대,Z11
M045874110,여성,40대,Z17
M045913435,남성,50대,Z17
M045947735,여성,50대,Z17
M046057112,남성,30대,Z17
M046079805,남성,40대,Z14
M046113066,여성,40대,Z16
M046113622,여성,30대,Z15
M046175292,여성,50대,Z17
M046204481,여성,40대,Z17
M046253971,남성,50대,Z11
M046272236,여성,30대,Z08
M046283586,여성,50대,Z04
M046316154,여성,60대,Z06
M046359625,남성,50대,Z14
M046399581,여성,60대,Z10
M046409527,남성,30대,Z10
M046486896,남성,40대,Z10
M046497583,남성,40대,Z10
M046501505,남성,50대,Z13
M046521056,여성,20대,Z12
M046527021,여성,20대,Z10
M046567517,여성,40대,Z10
M046613260,여성,30대,Z14
M046672300,여성,30대,Z13
M046679940,남성,40대,Z17
M046683821,남성,50대,Z11
M046760217,여성,30대,Z12
M046795385,여성,30대,Z10
M046801765,여성,30대,Z11
M046817737,여성,40대,Z16
M046912727,여성,40대,Z04
M046929277,남성,40대,Z10
M046970885,남성,60대,Z10
M046979611,여성,40대,Z12
M046984024,남성,20대,Z17
M046984192,여성,40대,Z06
M046990525,여성,30대,Z06
M046992494,남성,30대,Z10
M047020269,여성,20대,Z17
M047104358,여성,20대,Z10
M047116387,여성,50대,Z06
M047189441,여성,50대,Z17
M047262601,여성,40대,Z10
M047264703,여성,30대,Z17
M047346001,남성,50대,Z10
M047369323,여성,30대,Z17
M047382024,남성,60대,Z10
M047394313,여성,30대,Z10
M047400513,여성,40대,Z16
M047454279,여성,30대,Z17
M047458702,여성,20대,Z10
M047473980,여성,30대,Z10
M047501942,여성,40대,Z17
M047606716,여성,40대,Z10
M047607540,남성,30대,Z17
M047613038,여성,60대,Z17
M047616615,여성,30대,Z10
M047617436,여성,60대,Z10
M047623676,여성,60대,Z12
M047643970,남성,70대,Z11
M047661782,여성,40대,Z11
M047678783,남성,30대,Z10
M047743660,남성,30대,Z09
M047788571,여성,50대,Z05
M047887049,여성,40대,Z16
M047950443,남성,30대,Z06
M047966467,여성,20대,Z01
M047980278,여성,30대,Z06
M048032573,여성,50대,Z10
M048032817,남성,30대,Z10
M048054049,여성,40대,Z17
M048106032,여성,30대,Z17
M048155337,남성,40대,Z05
M048226637,남성,40대,Z17
M048252596,여성,20대,Z16
M048258768,남성,70대,Z17
M048275758,여성,30대,Z04
M048287230,여성,50대,Z15
M048307510,여성,20대,Z05
M048331732,남성,60대,Z11
M048371652,여성,40대,Z10
M048384834,여성,40대,Z11
M048421352,여성,20대,Z17
M048445527,여성,40대,Z11
M048471126,여성,40대,Z17
M048584962,여성,70대,Z01
M048586165,여성,50대,Z06
M048641177,여성,40대,Z10
M048646293,남성,20대,Z10
M048650942,여성,70대,Z17
M048661264,여성,30대,Z11
M048734894,남성,40대,Z10
M048746311,남성,30대,Z10
M048854495,여성,20대,Z10
M048866855,여성,50대,Z10
M048877870,여성,50대,Z10
M048965303,남성,30대,Z17
M048996717,여성,30대,Z17
M049021000,남성,30대,Z17
M049027983,여성,20대,Z10
M049054083,여성,40대,Z10
M049058574,여성,50대,Z12
M049084583,여성,70대,Z10
M049121161,여성,40대,Z17
M049131587,남성,40대,Z17
M049147786,여성,30대,Z01
M049203711,여성,30대,Z16
M049216782,여성,40대,Z03
M049231125,여성,50대,Z14
M049286260,여성,50대,Z14
M049288827,여성,50대,Z15
M049320021,남성,30대,Z11
M049345995,여성,20대,Z10
M049475431,여성,30대,Z11
M049487914,여성,50대,Z10
M049562016,남성,30대,Z10
M049621013,여성,20대,Z17
M049693417,남성,50대,Z09
M049699804,여성,30대,Z17
M049729478,남성,50대,Z06
M049792550,여성,50대,Z10
M049793704,남성,30대,Z10
M049811117,남성,30대,Z10
M049912018,남성,30대,Z17
M049927638,남성,40대,Z17
M049927846,여성,40대,Z17
M049941417,여성,40대,Z17
M050032265,여성,30대,Z16
M050035342,여성,70대,Z10
M050037422,여성,40대,Z16
M050041697,남성,50대,Z17
M050056882,남성,40대,Z16
M050058326,여성,40대,Z10
M050101003,여성,40대,Z10
M050147944,여성,60대,Z01
M050156093,남성,50대,Z16
M050173190,여성,40대,Z17
M050258217,여성,30대,Z10
M050275195,남성,30대,Z17
M050283671,여성,30대,Z16
M050284838,여성,50대,Z05
M050285584,여성,40대,Z10
M050323508,여성,30대,Z17
M050381215,남성,40대,Z10
M050388344,남성,40대,Z12
M050388732,여성,40대,Z10
M050405483,여성,30대,Z07
M050516283,남성,20대,Z03
M050517741,여성,60대,Z17
M050571048,여성,30대,Z10
M050571384,남성,40대,Z17
M050571621,남성,50대,Z17
M050653249,여성,40대,Z06
M050666088,여성,40대,Z17
M050705092,여성,40대,Z09
M050724070,여성,60대,Z17
M050731167,남성,70대,Z11
M050741091,남성,50대,Z04
M050770774,여성,20대,Z16
M050781933,남성,40대,Z10
M050823172,여성,70대,Z06
M050861178,남성,50대,Z10
M050939327,여성,30대,Z11
M050994369,남성,30대,Z10
M051007874,여성,20대,Z16
M051013001,남성,40대,Z17
M051020916,남성,40대,Z17
M051079192,여성,50대,Z05
M051086046,남성,30대,Z17
M051103818,여성,40대,Z10
M051173889,여성,40대,Z16
M051177577,남성,30대,Z17
M051190906,여성,60대,Z14
M051198918,남성,50대,Z16
M051200759,남성,40대,Z17
